customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,churn_flag,churn_probability,risk_band,revenue_at_risk
CUST100489,Female,1,No,No,16,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),111.45,1761.18,Yes,1,0.6037,Medium,67.28
CUST100490,Female,1,No,Yes,14,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,108.53,1519.02,Yes,1,0.7824,High,84.91
CUST100491,Female,0,No,Yes,25,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),110.08,2722.57,No,0,0.6803,Medium,74.88
CUST100492,Female,0,No,No,16,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,92.11,1487.91,No,0,0.4714,Medium,43.42
CUST100493,Female,0,Yes,Yes,72,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,95.93,6911.23,No,0,0.3125,Low,29.98
CUST100494,Male,0,No,Yes,43,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,107.17,4611.88,Yes,1,0.7586,High,81.3
CUST100495,Male,0,No,Yes,56,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),102.87,5779.02,Yes,1,0.6983,Medium,71.83
CUST100496,Male,0,Yes,No,21,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),110.3,2340.82,No,0,0.6966,Medium,76.83
CUST100497,Male,0,No,No,25,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),97.14,2394.85,Yes,1,0.7241,High,70.34
CUST100498,Female,0,No,No,52,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,94.06,4881.45,Yes,1,0.719,High,67.63
CUST100499,Male,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.37,472.39,Yes,1,0.5248,Medium,16.46
CUST100500,Male,0,No,Yes,29,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),111.12,3199.87,Yes,1,0.6347,Medium,70.53
CUST100501,Female,0,Yes,No,16,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Electronic check,90.22,1452.99,Yes,1,0.5718,Medium,51.59
CUST100502,Female,1,No,No,30,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),104.44,3145.55,Yes,1,0.6415,Medium,67.0
CUST100503,Female,0,No,No,7,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,55.32,379.57,Yes,1,0.7021,High,38.84
CUST100504,Male,0,No,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,36.62,489.41,No,0,0.1788,Low,6.55
CUST100505,Male,0,Yes,No,25,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),83.09,2076.9,No,0,0.4987,Medium,41.43
CUST100506,Female,0,No,No,27,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),62.21,1658.87,No,0,0.2707,Low,16.84
CUST100507,Male,0,No,No,35,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,88.36,3089.51,Yes,1,0.4491,Medium,39.68
CUST100508,Male,0,Yes,Yes,8,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,95.24,730.41,No,0,0.7013,High,66.79
CUST100509,Male,0,No,Yes,24,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,102.13,2450.81,No,0,0.8183,High,83.57
CUST100510,Female,0,No,No,5,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),70.02,363.05,No,0,0.1991,Low,13.94
CUST100511,Female,0,No,No,17,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),69.92,1201.57,No,0,0.2792,Low,19.52
CUST100512,Female,1,No,No,22,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),65.06,1426.31,Yes,1,0.5976,Medium,38.88
CUST100513,Female,0,Yes,Yes,19,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),92.76,1756.86,Yes,1,0.3754,Low,34.82
CUST100514,Female,0,No,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.84,1987.81,No,0,0.4067,Medium,13.36
CUST100515,Male,0,No,No,22,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,111.05,2429.79,Yes,1,0.7614,High,84.56
CUST100516,Female,0,No,No,32,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,103.47,3291.89,No,0,0.7067,High,73.12
CUST100517,Male,0,Yes,No,25,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.49,2444.68,No,0,0.8326,High,80.34
CUST100518,Male,0,Yes,No,21,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),96.9,2022.03,Yes,1,0.4657,Medium,45.13
CUST100519,Female,0,No,No,30,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,103.67,3086.67,No,0,0.6262,Medium,64.92
CUST100520,Male,0,Yes,No,24,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),94.88,2285.4,No,0,0.4013,Medium,38.07
CUST100521,Male,0,No,No,22,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,71.59,1554.63,Yes,1,0.6018,Medium,43.08
CUST100522,Male,0,No,Yes,18,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),39.39,730.3,No,0,0.1859,Low,7.32
CUST100523,Female,1,No,No,15,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Electronic check,103.15,1537.74,No,0,0.4722,Medium,48.71
CUST100524,Male,0,Yes,No,14,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.37,1467.04,Yes,1,0.7438,High,78.38
CUST100525,Male,1,No,No,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,19.19,431.26,Yes,1,0.2136,Low,4.1
CUST100526,Female,0,Yes,No,21,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,65.28,1403.58,No,0,0.6905,Medium,45.08
CUST100527,Male,0,No,Yes,51,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,111.28,5682.23,Yes,1,0.7026,High,78.19
CUST100528,Female,0,No,No,6,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.93,515.31,No,0,0.6212,Medium,52.76
CUST100529,Female,1,No,No,63,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,109.89,6922.75,Yes,1,0.5306,Medium,58.3
CUST100530,Female,0,Yes,Yes,8,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),88.67,747.83,No,0,0.5039,Medium,44.68
CUST100531,Male,0,Yes,No,21,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),84.9,1793.3,Yes,1,0.2366,Low,20.09
CUST100532,Male,0,No,Yes,28,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,122.92,3421.67,Yes,1,0.6732,Medium,82.75
CUST100533,Male,0,No,No,10,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,65.9,635.17,No,0,0.5275,Medium,34.76
CUST100534,Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,103.59,839.45,Yes,1,0.5076,Medium,52.58
CUST100535,Male,0,No,Yes,19,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Mailed check,88.21,1683.31,No,0,0.3719,Low,32.81
CUST100536,Male,0,No,No,32,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,102.56,3276.59,No,0,0.4854,Medium,49.79
CUST100537,Male,1,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,107.16,4043.13,No,0,0.6805,Medium,72.92
CUST100538,Female,0,No,No,7,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,72.89,516.29,No,0,0.5813,Medium,42.37
CUST100539,Male,0,No,No,18,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),93.27,1666.49,Yes,1,0.7449,High,69.48
CUST100540,Female,0,No,Yes,5,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Electronic check,95.72,461.82,No,0,0.4097,Medium,39.21
CUST100541,Male,0,Yes,No,10,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,68.15,702.06,Yes,1,0.6401,Medium,43.62
CUST100542,Male,0,No,No,45,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,56.28,2525.66,No,0,0.2145,Low,12.07
CUST100543,Male,1,Yes,Yes,26,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),102.44,2649.08,Yes,1,0.7604,High,77.9
CUST100544,Female,0,No,No,11,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),99.51,1092.77,Yes,1,0.7715,High,76.78
CUST100545,Male,0,No,Yes,42,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,66.25,2777.74,No,0,0.3685,Low,24.41
CUST100546,Male,0,No,Yes,12,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),98.48,1194.41,No,0,0.397,Low,39.1
CUST100547,Female,0,Yes,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,39.19,781.04,No,0,0.4638,Medium,18.18
CUST100548,Female,0,Yes,No,4,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),102.92,404.99,Yes,1,0.7077,High,72.83
CUST100549,Female,0,Yes,No,11,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,78.69,892.09,Yes,1,0.6576,Medium,51.75
CUST100550,Female,1,Yes,No,25,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,101.36,2543.24,Yes,1,0.776,High,78.66
CUST100551,Male,0,Yes,Yes,24,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,109.02,2632.93,Yes,1,0.531,Medium,57.89
CUST100552,Female,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,30.79,478.34,No,0,0.2175,Low,6.7
CUST100553,Male,0,Yes,Yes,19,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Electronic check,89.33,1690.13,Yes,1,0.5696,Medium,50.88
CUST100554,Female,0,Yes,Yes,34,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),57.32,1947.58,No,0,0.2503,Low,14.35
CUST100555,Female,1,No,Yes,18,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,48.15,867.53,No,0,0.2888,Low,13.91
CUST100556,Female,0,Yes,Yes,28,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,75.77,2156.56,No,0,0.2204,Low,16.7
CUST100557,Female,1,Yes,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,103.93,1316.15,Yes,1,0.7641,High,79.41
CUST100558,Female,0,No,No,20,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,63.97,1276.51,No,0,0.3849,Low,24.62
CUST100559,Female,0,Yes,No,4,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,107.71,434.03,Yes,1,0.7755,High,83.53
CUST100560,Female,1,Yes,No,14,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Mailed check,98.94,1359.07,No,0,0.4345,Medium,42.99
CUST100561,Male,0,No,Yes,22,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,98.04,2121.97,Yes,1,0.5843,Medium,57.28
CUST100562,Male,0,Yes,No,19,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),63.34,1191.38,No,0,0.157,Low,9.95
CUST100563,Male,0,Yes,No,13,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),68.24,893.44,No,0,0.4877,Medium,33.28
CUST100564,Female,0,Yes,No,9,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),102.8,940.02,Yes,1,0.7886,High,81.07
CUST100565,Male,0,Yes,No,22,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),109.66,2436.97,Yes,1,0.7096,High,77.81
CUST100566,Male,0,No,Yes,19,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Electronic check,102.49,1954.3,No,0,0.423,Medium,43.36
CUST100567,Male,0,Yes,No,26,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,101.3,2624.08,Yes,1,0.7525,High,76.22
CUST100568,Female,1,Yes,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,34.05,408.32,Yes,1,0.1687,Low,5.74
CUST100569,Female,0,Yes,Yes,30,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),99.41,2971.99,No,0,0.5259,Medium,52.28
CUST100570,Female,0,No,No,8,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Electronic check,52.71,428.77,No,0,0.3321,Low,17.5
CUST100571,Male,0,Yes,No,6,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),65.47,385.44,Yes,1,0.4804,Medium,31.45
CUST100572,Male,0,No,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,33.29,1528.33,Yes,1,0.3877,Low,12.91
CUST100573,Male,0,Yes,No,8,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,61.95,507.46,No,0,0.4136,Medium,25.62
CUST100574,Male,0,No,No,22,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),61.83,1344.16,No,0,0.3668,Low,22.68
CUST100575,Male,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),30.81,513.8,No,0,0.1822,Low,5.61
CUST100576,Female,0,Yes,No,46,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),73.01,3333.44,No,0,0.2334,Low,17.04
CUST100577,Female,0,No,No,31,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),95.98,2980.62,Yes,1,0.6451,Medium,61.92
CUST100578,Female,0,Yes,Yes,6,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,71.43,412.45,Yes,1,0.6145,Medium,43.89
CUST100579,Male,0,No,No,55,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),98.14,5422.38,No,0,0.2714,Low,26.64
CUST100580,Male,0,No,No,39,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),59.89,2331.94,No,0,0.2457,Low,14.72
CUST100581,Female,0,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),94.23,1414.33,Yes,1,0.4465,Medium,42.07
CUST100582,Male,0,Yes,No,8,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,73.01,579.72,Yes,1,0.3608,Low,26.34
CUST100583,Male,0,No,No,23,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,49.88,1155.19,Yes,1,0.4167,Medium,20.79
CUST100584,Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,106.14,2543.85,No,0,0.3947,Low,41.89
CUST100585,Female,1,No,Yes,4,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),98.71,364.55,Yes,1,0.7801,High,77.0
CUST100586,Female,0,No,Yes,22,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),98.28,2157.2,No,0,0.4251,Medium,41.78
CUST100587,Male,0,No,No,36,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,105.09,3801.61,Yes,1,0.7057,High,74.16
CUST100588,Female,0,No,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Mailed check,108.75,2285.38,No,0,0.3518,Low,38.26
CUST100589,Female,0,No,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),32.01,571.01,No,0,0.143,Low,4.58
CUST100590,Female,0,No,No,17,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),94.26,1605.0,No,0,0.3208,Low,30.23
CUST100591,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,112.54,1237.81,No,0,0.7793,High,87.71
CUST100592,Male,0,No,No,41,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,One year,No,Mailed check,52.81,2177.72,No,0,0.1655,Low,8.74
CUST100593,Female,0,Yes,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.73,1437.81,Yes,1,0.7413,High,70.23
CUST100594,Male,0,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),31.35,705.53,No,0,0.1733,Low,5.43
CUST100595,Female,0,No,Yes,7,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,58.98,408.34,Yes,1,0.5889,Medium,34.73
CUST100596,Female,0,Yes,Yes,19,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),100.57,1892.79,Yes,1,0.6259,Medium,62.94
CUST100597,Female,0,No,No,28,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),65.67,1836.38,Yes,1,0.4503,Medium,29.57
CUST100598,Female,0,Yes,No,15,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,92.32,1375.15,Yes,1,0.7164,High,66.14
CUST100599,Female,1,Yes,No,16,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),81.9,1306.45,Yes,1,0.7204,High,59.0
CUST100600,Female,0,No,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,97.77,1947.57,No,0,0.561,Medium,54.85
CUST100601,Female,0,Yes,No,28,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,109.73,3083.61,No,0,0.7184,High,78.83
CUST100602,Female,0,No,Yes,22,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),106.69,2382.87,Yes,1,0.3558,Low,37.96
CUST100603,Male,0,No,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),31.96,2198.52,No,0,0.1009,Low,3.23
CUST100604,Female,1,No,Yes,46,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,100.95,4656.18,Yes,1,0.6973,Medium,70.4
CUST100605,Female,0,Yes,No,13,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,54.91,702.68,Yes,1,0.6621,Medium,36.36
CUST100606,Male,0,No,Yes,40,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,92.99,3651.44,Yes,1,0.7076,High,65.8
CUST100607,Female,0,Yes,No,4,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,88.92,359.07,Yes,1,0.7182,High,63.86
CUST100608,Female,1,Yes,No,16,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),93.15,1493.94,No,0,0.6265,Medium,58.35
CUST100609,Female,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),103.79,658.83,No,0,0.6278,Medium,65.16
CUST100610,Female,0,Yes,No,30,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),100.47,3025.55,No,0,0.4039,Medium,40.58
CUST100611,Male,0,No,No,15,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),68.14,1014.93,Yes,1,0.2551,Low,17.38
CUST100612,Female,0,Yes,No,8,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,97.52,745.33,No,0,0.7894,High,76.98
CUST100613,Male,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),87.76,2989.16,Yes,1,0.4212,Medium,36.97
CUST100614,Female,0,No,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,32.85,280.86,Yes,1,0.2491,Low,8.18
CUST100615,Female,0,No,Yes,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),89.49,2915.31,No,0,0.3518,Low,31.48
CUST100616,Male,0,Yes,Yes,24,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Electronic check,62.1,1492.46,No,0,0.3229,Low,20.05
CUST100617,Male,1,Yes,Yes,17,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Mailed check,102.8,1762.91,No,0,0.4403,Medium,45.27
CUST100618,Male,0,Yes,No,37,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,94.22,3487.08,Yes,1,0.6147,Medium,57.92
CUST100619,Male,0,No,No,10,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,111.78,1131.01,No,0,0.3337,Low,37.3
CUST100620,Male,1,No,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Mailed check,95.74,484.92,No,0,0.4415,Medium,42.27
CUST100621,Male,0,No,No,8,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,114.26,887.76,No,0,0.6772,Medium,77.37
CUST100622,Male,1,No,No,68,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),102.82,6992.78,No,0,0.601,Medium,61.8
CUST100623,Male,0,Yes,Yes,11,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),92.2,1008.95,Yes,1,0.5259,Medium,48.49
CUST100624,Female,1,No,No,15,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,113.68,1708.63,Yes,1,0.6869,Medium,78.08
CUST100625,Male,0,Yes,No,52,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),85.35,4455.6,Yes,1,0.3539,Low,30.21
CUST100626,Male,0,Yes,No,15,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Mailed check,54.98,840.81,No,0,0.2387,Low,13.13
CUST100627,Male,0,Yes,Yes,30,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),78.89,2358.73,Yes,1,0.4612,Medium,36.38
CUST100628,Female,0,Yes,No,56,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,74.69,4186.21,Yes,1,0.4726,Medium,35.3
CUST100629,Male,1,No,No,27,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),88.78,2382.99,No,0,0.7433,High,65.99
CUST100630,Female,0,Yes,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,35.03,676.32,No,0,0.2461,Low,8.62
CUST100631,Male,0,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),30.6,1058.72,Yes,1,0.3081,Low,9.43
CUST100632,Male,0,Yes,Yes,3,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),78.73,231.63,No,0,0.5708,Medium,44.94
CUST100633,Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,30.26,431.76,No,0,0.3647,Low,11.04
CUST100634,Male,0,No,No,46,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,106.59,4960.24,No,0,0.7512,High,80.07
CUST100635,Female,0,No,Yes,11,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),57.13,636.68,No,0,0.2896,Low,16.54
CUST100636,Male,0,No,No,22,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),107.45,2341.77,Yes,1,0.7727,High,83.02
CUST100637,Male,1,No,No,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.0,561.79,No,0,0.1295,Low,2.33
CUST100638,Female,0,Yes,No,16,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,98.77,1576.52,Yes,1,0.7752,High,76.57
